	icao_code	shortnames
3425	TOF	Topcliffe Ftu
3426	TNK	Airmax
3427	HES	Harbour Air Seaplanes
3428	PHM	Petroleum Helicopters
3429	SAZ	Swiss Air-ambulance
3430	URG	Air Urga
3431	UKO	Yukos
3432	DLA	Air Dolomiti
3433	EEX	Avanti Air
3434	HED	Heritage Aviation Developments Ltd
3435	ROD	Aerodan de C.V.
3436	TLN	Atlantico Linhas Aereas S/a
3437	KEL	Kba Kieler Business Air, Kiel
3438	SSM	Aero 1 Prop-jet
3439	BTQ	Boutique Air
3440	DRA	Dravidian Air Services Ltd.
3441	VXG	Avirex
3442	REZ	Airplanes D/B/A Cal-West Aviation
3443	LEN	Lentini Aviation
3444	NGT	Aircompany Armenia
3445	CAL	China Airlines
3446	APA	Air Park Aviation
3447	WNA	Winair
3448	IAG	EPAG - Groupe Air France
3449	FSX	Flagship Express Services
3450	DLP	Graf Und Maresch GMBH, Augsburg
3451	GLT	Aero Charter
3452	SCD	Associated Aviation Limited
3453	CGC	Cal Gulf Aviation
3454	MDA	Mandarin
3455	TCT	Transcontinental Sur S.r.l.
3456	AGW	Avia
3457	FJE	Silverjet
3458	EEC	Carry Air
3459	KEA	Kalahari Express
3460	STO	Aero Santos de C.V.
3461	FGD	Conair Aviation
3462	XAV	Aviaprom Enterprises
3463	CSA	Czech Airlines
3464	PJA	Private Jet Management
3465	MWR	Raslan Air Service
3466	CDM	Carga Aerea Dominicana
3467	RIG	Riga
3468	VOC	
3469	IRG	Naft Air Lines
3470	FHS	Forth Helicopter Services
3471	UAP	Antonov Airtrack
3472	OBM	Aviaobshemash
3473	EUK	Air Atlanta Europe
3474	AES	Aerolineas Centrales de Colombia
3475	RLA	Airlinair
3476	JPN	Memrykord Ltd.
3477	TAX	Thai AirAsia X
3478	CCS	Euro Air Cargo
3479	ECO	Aero Sierra Eco de C.V.
3480	HSV	Heliservico - Sociedade Portuguesa de Exploracao de Meios Aereos, Lda.
3481	LXA	Luxaviation S.A.
3482	BER	Air Berlin
3483	EAG	Eagle
3484	MLD	Air Moldova
3485	RUN	
3486	JFA	Aviones Ejecutivos J.f.a.
3487	TXI	Aereotaxis de C.V.
3488	GER	Eagle Aviation
3489	XAB	Xabre Aerolineas de C.V.
3490	BTL	Baltia Air Lines
3491	IVT	Interaviatrans Ltd
3492	CBS	Columbus Avia
3493	MUR	Aerolinea Muri
3494	HFR	Heli France
3495	NEQ	Transportes Aereos Neuquinos Sociedad Del Estado
3496	RSF	Royal Saudi Air Force
3497	CRY	Avia Carriers Limited
3498	SBL	Short Brothers
3499	TZK	Tajikistan
3500	TDO	Transporte Aereo Dominicano
3501	ADQ	Avion Taxi
3502	ECN	Euro Continental Aie, S.l.
3503	SCE	Scenic
3504	TUM	Aeriantur-M
3505	KVY	Cai, Compagnia Aeronautica Italiana Spa
3506	CBZ	
3507	SAO	Sahel Aviation Service
3508	JZA	Jazz Air
3509	JUA	Aero Juarez de C.V.
3510	SMN	Zaman
3511	RGE	Regent Airways
3512	CBM	Cherokee Leasing D/B/A/ Cherokee Express
3513	GIU	Union Guineene de Transports
3514	HRB	
3515	TME	Aero Taxi Del Centro de Mexico de C.V.
3516	CLP	Aero Club de Portugal
3517	TEN	Tennessee Airways
3518	MRV	Miravia Ltd
3519	GAD	South Coast Airways Ltd
3520	GEC	Lufthansa Cargo
3521	AAF	Aigle Azur
3522	FTN	Aviation Charter And Management
3523	VRT	Averitt Air Charter
3524	BOD	Bond Air Services Ltd.
3525	MTL	Raf-Avia
3526	BOG	
3527	REJ	Imperial Airlines
3528	NWR	Northwest Regional
3529	HSU	Helisul
3530	RAZ	Rijnmond Air Services B.v
3531	BHR	Bighorn
3532	GSK	Global Sky Air Charter Corp.
3533	TVT	Transaviati0n
3534	RBT	Robinton Aereo C. Por A.
3535	SWS	Lindquist Investment
3536	GLD	Golden Star Air Cargo
3537	LIV	Air Livonia Ltd
3538	GEE	Geeseair
3539	XEC	International Executive Airlines
3540	GMI	Germania Fluggesellschaft Koln
3541	UNR	Rivne Universal Avia
3542	SOL	Solomon Airlines
3543	PIE	Air South West
3544	FIV	
3545	BXH	Bar Xh Air
3546	OAC	Oriental Airlines Limited
3547	ATK	Aerotaxi Casanare
3548	ATX	Warwickshire Aerocentre Ltd
3549	LKN	Lankair Private
3550	WYC	
3551	GDC	
3552	IXT	Lineas Aereas de Ixtlan de C.V.
3553	BJN	
3554	CJG	Zhejiang Airlines
3555	MSY	Massey University School Of Aviation
3556	NLD	Namakwaland Lugdiens
3557	SRV	Aero Servicio Corporativo de C.V.
3558	OAO	Arkhangelsk 2 Aviation Division
3559	TIA	Trans International Airlines
3560	MYU	My Indo Airlines
3561	PLS	Palio Air Service
3562	DTH	Tassili
3563	JAZ	Jalways
3564	ECL	Euro City Line, Stuttgart
3565	FER	Feria Aviacion
3566	DCC	Caribbean Air Cargo
3567	ADP	Aerodiplomatic de C.V.
3568	MSC	Air Cairo
3569	DCV	Discover Air
3570	HER	Hex'air
3571	MKP	Adygeya-Avia
3572	SBB	Steinman Aviation
3573	PHA	Phoenix Air
3574	ACP	Astral Aviation
3575	CHQ	Chautauqua
3576	TPO	Aero Taxi Del Potosi
3577	CEF	Czech Air Force
3578	TCW	Thomas Cook
3579	MXP	May Air Xpress
3580	SKM	Fayetteville Flying Service And Scheduled Skyways System
3581	BCT	British Columbia Telephone Ltd.
3582	LSU	Laus
3583	DKH	
3584	COG	Compania Aerea de Guinea Ecuatorial
3585	BZQ	Seneca College
3586	TPT	Transportes Transpenta Ltda.
3587	MDV	Moldavian Airlines
3588	SWW	Intersun Havacilik Anonim Sirketi
3589	TOS	Tropic Air
3590	PCJ	Pacific Jet
3591	EUA	European Regions Airlines
3592	DWT	Darwin
3593	PRC	Pacific Air Charter
3594	MLA	Forty-Mile Air
3595	BVA	Buffalo Airways
3596	HAI	Century Aviation International
3597	NII	Atp Niis, State Aircompany
3598	WAF	Flamenco
3599	VIK	Viking International Air Freight
3600	DTA	TAAG Angola Airlines
3601	IXR	
3602	IAT	IATA/Int'l Air Transport Association
3603	EGO	Gauteng Air Cargo
3604	TNT	Trans North Turbo Air
3605	FAR	Far
3606	SLK	Silkair
3607	CPR	Corporate Air
3608	ALV	Alas de Venezuela
3609	KEM	
3610	WFO	Wilbur's Flight Operations
3611	COA	Continental
3612	FZW	
3613	DWN	Dawn Air
3614	LSB	Lensibavia
3615	GSA	Garden State
3616	SMJ	
3617	HSN	Southern Air Ltd
3618	CLD	Clowes Estates Ltd
3619	DAZ	Das Air Cargo
3620	SDG	Aerosierra de Durango
3621	VLM	Vlaamse Luchttransportmaatschappij
3622	GEO	Air Georgia
3623	QAT	Aero Taxi
3624	SPI	South Pacific Island Airways
3625	SDS	Caa Training Standards
3626	APV	Air Plan International
3627	RAH	Regent Air
3628	AVG	Avialgarve, Taxis Aereos Do Algarve, Lda
3629	SSK	Skystar International
3630	WKT	Wojewodzka Kolumna Transportu Sanitarnego
3631	AQT	Aviones de Renta de Quintana Roo de C.V.
3632	CWN	Cardiff Wales Flying Club
3633	HBAL	
3634	SCP	Scorpio
3635	ERI	Aero Servicios Regiomontanos de C.V.
3636	ABS	Athabasca Airways
3637	NOE	Transcaraibes Air International
3638	NER	Air Newark
3639	LTW	Luchtvaartmaatschappij Twente, N.v.
3640	BMM	Burman Aviation
3641	SMP	Sempati Air Transport P.t.
3642	SHS	Sunshine Aviation SA
3643	KHB	Dalavia, Khabarovsk State Air Enterprise
3644	CKS	Kalitta Air
3645	CIT	Zanesville Aviation
3646	DSR	Dairo Air Services
3647	SKZ	Skyway Enterprises
3648	CRO	Crown Airways
3649	TUV	Turavia
3650	MNC	MIT Airlines
3651	AZD	Aral
3652	AEC	Aerocesar, Aerovias Del Cesar
3653	SUF	Sunflower Airlines
3654	RMS	Tas Aviation
3655	IRT	Irtysh-Avia
3656	RLX	Go2Sky
3657	NET	Network Aviation Services
3658	CXT	Coastal Air Transport
3659	FGE	Federal Air G.E. Airlines
3660	CRE	Cream City
3661	CST	Shoreline Aviation
3662	UAL	United
3663	DES	Chilcotin Caribou Aviation
3664	JTG	Jet Time
3665	FKL	Kelner Airways
3666	SKG	Skycraft Air Transport
3667	ABD	Atlanta
3668	EXL	Exclusive Air
3669	TBS	Servicios Aereos Tribasa de C.V.
3670	HFL	Heliflyg AB
3671	KDA	Kendell
3672	MRO	Morrison Flying Service
3673	LDF	Irs-Aero, Joint-Stock Air Company
3674	SOU	Southern Airways
3675	NAO	North American Airlines
3676	YSY	Station Aeronautique
3677	IMX	Zimex
3678	ATA	
3679	CVU	Grand Canyon
3680	IRC	
3681	LTM	Latinoamerican Airline
3682	UNX	Unex - Universal Express Linhas Aereas Ltda.
3683	FLZ	Aero Leasing D/B/A Air Florida & Air Florida Airlines
3684	AYR	British Aerospace Flying College
3685	BCA	Bulgarian Air Cargo
3686	LEI	Leisure International Airways Ltd
3687	SUR	Surrey & Kent Flying Club
3688	ITL	Mikma Ltd
3689	PYN	
3690	IRF	Ta-Air Airline
3691	OLA	Overland Airways
3692	LOL	L.o.s. Ltd
3693	SEA	Southeast Air
3694	HGA	Hogan Air
3695	INO	Aeroservicios Integrados de Norte de C.V.
3696	HRF	Veterans Airlift Command
3697	KRP	Carpatair
3698	MRD	Meridian Air Cargo
3699	RRA	Royal Rwanda Airlines
3700	JED	Jet East International
3701	AOX	Aerotaxi Del Valle
3702	EUX	European Expedite
3703	NMI	Pacific Wings
3704	FIX	
3705	TLT	Turtle
3706	ATR	Atlas Airlines
3707	QUE	Service Aerien Gouvernemental
3708	NTM	North American Airlines
3709	DEL	Carib Aviation Ltd
3710	BMR	BMI Regional
3711	CAC	Conquest
3712	CNP	Centennial Air
3713	CRF	Crimea Air
3714	BNX	I.a.a.c.a.
3715	MOW	Mohawk Airlines
3716	LRD	Laredo Air
3717	FLH	Sky Bus
3718	CCY	Cherry Air
3719	VSL	Sky Jet
3720	AFI	Aero Filipinas
3721	AQN	Air Queensland
3722	AYT	Ayeet Aviation & Tourism
3723	SNX	Sun Air Aviation Services
3724	AFD	Panorama Flight Service
3725	WGP	Williams Grand Prix Racing Ltd
3726	EAS	Executive Aerospace
3727	LMK	Grantex Aviation
3728	CRQ	Air Creebec
3729	LUC	Albinati Aero
3730	TCM	Teledyne Continental Motors
3731	PMA	Pan Malaysian Air Transport
3732	MDO	Shervbery
3733	GEF	Air Gefco
3734	PIX	Metropix UK
3735	ILV	Il-Avia
3736	ADU	Airdeal Oy, Finland
3737	WNE	Crush
3738	AAY	Allegiant Air
3739	ALK	
3740	BJS	Business Jet Solutions
3741	HYD	Hydro-Quebec
3742	MDKT	Middle Georgia State University
3743	GTW	
3744	SSQ	Sunstate
3745	ABQ	Airblue
3746	LPV	Air Alps
3747	MRL	Aeromorelos S.A. de C.V.
3748	CSE	Cse Aviation Ltd.
3749	SFW	Safi Airways
3750	IPT	Interport Corporation
3751	LPE	
3752	NVL	Hunting Aviation Services Ltd
3753	TGN	
3754	MDX	Aerosud Charter
3755	OWS	Cargosur
3756	PZL	PZL - Panstwowe Zaklady Lotnicze
3757	DBD	Air Niagara Express
3758	KNE	Flynas
3759	AZK	Azalhelikopter
3760	DDA	D & D Aviation
3761	CAV	Calm Air
3762	EEU	Eurofly Service
3763	MVN	Marvin Ltd
3764	LXR	Airluxor
3765	BNI	Alberni
3766	SWA	Southwest
3767	LKL	Lakeland Aviation
3768	KKL	Kol-Kol
3769	NRR	
3770	MMD	Air Alsie A/s
3771	TJA	TAPJETS
3772	AEJ	Air Express Limited
3773	SRA	Sair Aviation (FAA)
3774	RMV	Romavia
3775	FWY	Fairways Corp.
3776	DAC	McDonnell Douglas Corp.
3777	FTH	
3778	GIL	Gill Aviation
3779	NCJ	
3780	DRY	Deraya Air Taxi P.t.
3781	WCC	West Coast Charters
3782	TVS	Smart Wings
3783	FSB	Fsb Flugservice & Development
3784	BLD	Blagoveshchensk-Avia
3785	NUL	Aeroservicios de Nuevo Leon de C.V.
3786	LDM	Laudamotion
3787	ATH	Air Travel Corp.
3788	SEF	Aero Servicios Ejecutivas Del Pacifico, S.A de C.V.
3789	MAH	Malev - Hungarian Airlines
3790	PXB	Phoenix Air
3791	CTD	Servicios Aereos Castaneda de C.V.
3792	AEB	Arctic
3793	LOT	Lot - Polskie Linie Lotnicze
3794	LTI	Aerotaxis Latinoamericanos de C.V.
3795	QQE	
3796	SIP	Air Spirit
3797	PXX	Aroostook Aviation
3798	AIV	Airvias S/a Linhas Aereas
3799	AHE	Airport Helicopter Basel, Muller & Co.
3800	FMG	Fmg Verkehrsfliegerschule Flughafen Paderborn-Lippstadt, Buren
3801	MBT	Vias Aereas Manabitas Cia Ltda.
3802	ABP	ABS Jets
3803	ADR	Adria
3804	ANS	Andes Líneas Aéreas
3805	BLS	Bearskin Lake Air Service Limited
3806	AVZ	Aeroservice
3807	DAX	Aalborg Airtaxi
3808	AMJ	Amjet Executive
3809	RDB	Ordabasy
3810	CWC	Centurion Air Cargo
3811	ITR	Frontier Commuter
3812	CUT	Court Air
3813	DVN	Dvin-Avia
3814	IDT	Illinois Department of Transportation
3815	HLQ	Harlequin Air
3816	PYC	Aeropycsa de C.V.
3817	ING	Ingush Aviation Lines
3818	SDR	
3819	RIV	Air Vip
3820	PUR	Spurwing
3821	SGN	Imperial Air Charter
3822	CQA	Coast Air
3823	AAT	Austrian Airtransport
3824	TUL	
3825	HSR	Citylink
3826	FMY	Aviation Legere de L'armee de Terre
3827	TGE	Trabajos Aereos S.A.
3828	POE	Porter
3829	EAY	Aero Airlines
3830	WTP	Westpoint Air
3831	EZT	Zenit
3832	IRH	Atlas Aviation Group
3833	XEL	Helicopteros Xel-Ha de C.V.
3834	DEN	Denel Aviation
3835	KLC	Klm Cityhopper BV
3836	ACY	
3837	VPE	VIVA PERU
3838	UMK	Yuzmashavia
3839	HAK	Harka Air Services Nig. Ltd.
3840	CDT	Real Aero Club de Reus-Costa Dorada
3841	BUD	Air Budapest Club Ltd
3842	DOB	Dobrolet Airlines
3843	TAG	Tag Aviation Usa
3844	CFL	Swedish Airlines
3845	WAM	West African Air Services
3846	RTL	Rheintalflug-Rolf Seewald
3847	AHU	Abc Air Hungary Ltd
3848	KZK	Air Kazakstan
3849	KFA	Kelowna Flightcraft
3850	WJT	
3851	CGA	
3852	BFL	Buffalo Airways
3853	PTO	North West Geomatics Ltd.
3854	EXU	
3855	MKV	Michkov Air Services
3856	TKC	Tikal Jets
3857	CWS	Air Swazi Cargo
3858	RPB	Aerorepublica
3859	SLE	Streamline CC
3860	RAA	Rynes
3861	OSY	Open Skies Consultative Commission
3862	KIO	Kraiaero
3863	VPB	Veteran Air
3864	CPH	Champagne Airlines
3865	CCK	Flight Trac
3866	SBD	Sibia
3867	VBS	Avbase Aviation, LLC.
3868	TIH	S.c.ion Tiriac S.A.
3869	RXX	Express Air Charter
3870	HSA	Chs Aviation Limited
3871	TAI	Avianca El Salvador
3872	NRG	Ross Aviation
3873	FRG	Freight Runners Express
3874	BCK	Priority Aviation Company
3875	TAR	Tunis Air
3876	EAW	European Airways
3877	DNY	Danish Navy
3878	KPH	Kazan Plant Of Helicopters
3879	ANZ	Air New Zealand
3880	CNL	Centennial Airlines
3881	ITE	Interestatal de Aviacion de C.V.
3882	AIQ	Thai AirAsia
3883	TYG	Trygg-Flyg AB
3884	DUK	
3885	VME	Aviacion Comercial de America de C.V.
3886	AFY	Africa Chartered Services
3887	CYO	Air Transport
3888	NTO	Aero Centro de C.V.
3889	FAM	Fumigacion Aerea Andaluza
3890	SWX	Swazi Express
3891	LOA	Sukhumi Airways
3892	TEH	Tempelhof Airways
3893	ANC	Anglo Cargo
3894	JSL	
3895	CAD	Chilliwack Aviation
3896	QJA	Quickjet
3897	AGP	Gpa Group Plc.
3898	NRO	Aero Rent, Joint-Stock Company
3899	TAL	Talair
3900	BAW	British Airways
3901	PAI	Paradise
3902	AVB	Aviation Beauport
3903	IVN	Ivan-Air
3904	SOB	Stabo Freight
3905	APB	Air Atlantique Air Publicite
3906	CLY	Clay Lacy Aviation
3907	ART	Smart Lynx
3908	SPA	Sierra Pacific
3909	OCM	O'Connor-Mt. Gambier's Airline
3910	ORZ	Zorex
3911	MBA	Automobilvertriebs Aktiengesellschaft
3912	CMR	Cam Air Management
3913	BWG	Blue Wings
3914	LZR	
3915	APL	Appalachian Flying Service
3916	PAM	Phoenix Air Service
3917	SEZ	Servicio Especializado de Carga Aerea
3918	INA	Aero Internacional de C.V.
3919	JAT	Jugoslovenski Aerotransport (JAT)
3920	CRB	Caribbean Air Tours & Services Chartersde C.V.
3921	JKA	
3922	ARY	Argosy
3923	OMS	SalamAir
3924	AUM	Air Atlantic Uruguay S.A.
3925	UGP	Shar Ink
3926	SKO	Scottish Airways Flyers
3927	KVM	Rusaerolizing Airline
3928	ERE	Erie Airways
3929	DFT	Skydrift Aircharter
3930	SOH	Southern Ohio Aviation Sales
3931	FNT	Flight International Airlines
3932	EAI	Elite Air
3933	RDA	T K Travel Limited
3934	GHL	Gatwick Handling Ltd.
3935	ELS	El Sal Air
3936	TXD	Aerotaxis Del Noroeste de C.V.
3937	HUB	Hub
3938	DMD	R S T Aviation N.v.
3939	FRA	Fr Aviation Ltd
3940	SPN	Skorpion Air
3941	FJM	Fly Jamaica
3942	FSH	Flash Airline Limited
3943	FOM	South Pacific Air Charters
3944	MIZ	Desarrollo Milaz de C.V.
3945	OSU	
3946	KHV	
3947	TIT	Titan Aircompany
3948	UAE	Emirates
3949	TPU	
3950	SME	Semos
3951	CAA	
3952	BBB	Balair Cta
3953	VVC	
3954	SDB	Shoreline Aviation
3955	SNY	Air Sandy
3956	IQQ	Caribbean Airways
3957	ACW	Raf Air Cadet Schools
3958	MRH	Marham Ftu
3959	FXF	Vip Air Charter
3960	JIB	Jibair
3961	RSV	Air Services
3962	TRD	Trans Island Air
3963	BIL	Billund Air Center A/s
3964	XNS	Navtech System Support
3965	SNZ	Santa Cruise Imperial Airlines
3966	SHC	Sky Harbor Air Service
3967	CSU	Taxi Aereo Centro Sur de C.V.
3968	URK	Turkestan
3969	HWD	Sunseeker Sales
3970	CMP	Copa Airlines
3971	VGG	Aviage
3972	MAT	Maine Aviation
3973	CBL	Nicholson Air Service D/B/A Cumberland
3974	FDY	Southern Airways Express
3975	PBY	Pearl Air Services
3976	QTX	Quantex Environmental
3977	NSA	Nile Safaris Aviation
3978	KRO	Kroonk, Air Agency Ltd
3979	ILN	Inter Air Lines
3980	SAI	Shaheen Air International
3981	FTI	Frosch Touristik GMBH, Munchen
3982	DSO	
3983	TPF	Taxis Aereos Del Pacifico de C.V.
3984	APT	Lineas Aereas Petroleras
3985	VPP	Vintage Props and Jets
3986	VNG	Aero Servicios Vanguardia de C.V.
3987	SLV	Slovtrans Air
3988	JPA	Dept. Of The Army, Operational Support Airlift Command
3989	PRD	Presidential Air
3990	APP	Aerolineas Pacifico Atlantico
3991	TUD	Flight Alaska
3992	HEC	Heliservicio Campeche de C.V.
3993	RME	Armenian International Airlines
3994	AVQ	Aviation Services
3995	CTK	East Midlands Helicopters
3996	TCJ	TCB
3997	LTO	LTU Billa
3998	TTG	Transtel SA
3999	LTR	Lufttransport
4000	DKT	Encore Air Cargo
4001	TTW	Tigerair
4002	DOC	Norsk Luftambulanse
4003	GLQ	El Quilada International Aviation Co. Ltd
4004	ENS	Entergy Services
4005	ANV	Air Nevada
4006	BSN	Connectair Charters
4007	QXE	Horizon
4008	ISL	Eagle Air Ltd.
4009	OJF	Occitania Jet Fleet
4010	NDL	
4011	SRU	
4012	WPT	Wapiti Aviation Ltd.
4013	ENA	Espana, Direccion General de Aviacion Civil Y Telecomunicaciones
4014	FEC	Denver Express
4015	TNS	Servicos Aereos Do Vale Amazonico
4016	WTF	West African Air Transport
4017	GOE	Go Fly Limited
4018	THK	Turk Hava Kurumu Hava Taksi Isletmesi
4019	AOE	Aerososel
4020	CAM	Village Aviation D/B/A Camai-Air
4021	RRS	Boscombe Down Dteo
4022	ARC	
4023	HSL	Hispania Lineas Aereas, S.l.
4024	CTE	Atlanta Air Charter
4025	MAL	Morningstar Air
4026	CLC	Classic Air AG
4027	PLK	Air Enterprise Pulkovo
4028	TTA	Transporte E Trabalho Aero
4029	SFI	Sky Freighters
4030	BTZ	Bristow
4031	TRA	Transavia Holland B.v.
4032	OEA	
4033	TTX	Alliance Air Charter
4034	CSO	Casino Airlines
4035	JTI	
4036	SSD	Star Service International
4037	ISR	Israir
4038	IPL	Air Charter Services
4039	IBE	Iberia
4040	EFD	
4041	PVL	PAL Airlines
4042	VNT	Avient Air Zambia Limited
4043	MAB	Millardair Limited
4044	FCT	Cnfa
4045	CCT	Cetty Taxi Aereo Nacional de C.V.
4046	PIZ	Pizaz European
4047	SDD	R I C, D/B/A Skymaster Air Taxi
4048	SET	Sociedad Ecuatoriana de Transportes Aereos Ltda.
4049	PGP	Perm State Air Enterprise
4050	EEV	Ex. A.v. Executive Aviation
4051	CPA	Cathay Pacific
4052	KCA	Trans-Kiev
4053	MSQ	Meta - Mesquita Transportes Aereos Ltda
4054	AFW	Afriwest Airlines
4055	VCO	Aviacion Colombiana Ltda.
4056	JMA	Jambojet
4057	MLF	Amal
4058	TOL	Tol-Air Services
4059	AUF	Augusta Air Luftfahrtunternehmen, Augsburg
4060	SKA	Rio Air Express S/a
4061	OAU	Oriol Avia
4062	CEL	Ceiba Intercontinental
4063	MKK	Malaya Aviatsia Dona
4064	TXN	Texas National Airlines
4065	SLS	Aeroservicios Ejecutivos Sinaloenses
4066	VJT	VistaJet
4067	CPC	Aero Campeche de C.V.
4068	EFE	Ermolino Flying Test Research Enterprise
4069	MOG	Mogilevavia
4070	AUS	Aus-Air
4071	SCY	Air Scandic
4072	FTE	Fotografia F3
4073	MAG	Air Margarita
4074	AMR	Air Specialties Corporation D/B/A Air America/total Air
4075	COB	Platinum Air Charter Executive Limited
4076	THA	Thai Airways
4077	BAD	
4078	SFE	Sunsail
4079	FRO	Frobisher, N.v.
4080	IOI	Atal
4081	AVY	Aerovaradero
4082	RNM	Aeronem, Air Cargo S.A.
4083	CDA	Aerocardal
4084	CKE	Corporate Aviation Services
4085	SXT	Servicios de Taxi Aereo de C.V
4086	NAZ	Servicios Aereos Del Nazas de C.V.
4087	AGJ	Air Greece SA
4088	MNE	Aerolineas Amanecer de C.V.
4089	ICF	Inter-Cargo Service
4090	ELG	Alpi Eagles Spa
4091	GIE	Guinee Inter Air
4092	COO	Corporate Airlink
4093	ANE	Air Nostrum
4094	LER	Linea Aerea de Servicio Ejecutivo Regional, C.a.
4095	NTA	Northern Thunderbird Air Ltd.
4096	GAE	Grand Aire Express
4097	WRT	Wright
4098	AVE	Avensa, Aerovias Venezolanas
4099	LTN	Aerolineas Latinas, C.a.
4100	CSB	21 Air
4101	MAP	National Oceanic & Atmospheric Administration
4102	ORG	SUE Orenburg Region Intl Airport
4103	SLX	Sky Line
4104	EUJ	Euroscot
4105	SIL	Silver Airways
4106	CNI	Empresa Nacional de Servicios Aereos
4107	TNE	Taxis Aereos Del Noroeste,s.a. de C.V.
4108	SGM	Sky Aircraft Service
4109	IBX	Ibex
4110	UTN	UTair-Ukraine
4111	AEW	AeroSvit
4112	LGU	Servicios Aereos Ejecutivos de la Laguna,s.a. de C.V.
4113	SLR	Silverjet
4114	EGM	Aeroclub Esztergom
4115	PNF	Panafrican
4116	UCH	Usairports Air Charter
4117	OZT	Ozark Tech
4118	MOU	Anglo American Airmotive
4119	TSY	Tristar Air
4120	TWJ	
4121	TNY	Twin Air Calypso
4122	SOV	Saratov Aviation Division
4123	SAM	Special Air Mission
4124	AFJ	Alliance
4125	CBT	Catalina Flying Boats
4126	GTH	Meridian Air Charter
4127	ACQ	Aero Continente S.A.
4128	MNK	Murmansk
4129	IZA	Izhavia
4130	RGM	Rangemile Ltd
4131	FFS	Florida Dept Of Agriculture
4132	AFB	American Falcon
4133	LKA	Alkair Flight Operations A/s
4134	POW	Hagondale Limited
4135	HON	
4136	CYG	Yana Airlines
4137	DAD	Dorado Air
4138	AYG	Yangon Airways
4139	VEE	Victor Echo
4140	FAT	Farner Air Transport AG
4141	BRJ	Borajet
4142	PSV	Servicios Aereos Profesionales
4143	ADM	Aerolineas Dominicanas S.A.
4144	EAK	Euro-Asia Air
4145	EDJ	Edwards Jet Center Of Montana
4146	ATM	Airlines Of Tasmania
4147	BLK	Westcoast Energy
4148	QAJ	Quick Air Jet Charter GMBH
4149	SLU	Avio Sluzba
4150	SYN	Syncrude Canada
4151	JJA	
4152	HKN	Jim Hankins Air Service
4153	VHA	VH-Air Industrie
4154	EIN	Aer Lingus
4155	ALS	Atlantis European Airways
4156	CAW	Comair
4157	APE	Parcel Express
4158	NWK	Network Aviation
4159	ALP	Alpliner AG
4160	CNC	Corporacion Aereo Cencor de C.V.
4161	PEP	Pena Transportes Aereos
4162	FCY	Fly Company
4163	MNY	Mooney Aircraft Co.
4164	ORN	Orange Air
4165	FOC	Office Federal de L'aviation Civile
4166	HFD	Hatfield Bae
4167	MFA	Martyn Fiddler Associates
4168	TKM	
4169	TLY	Top-Fly
4170	VIS	Jet Servisx de C.V.
4171	PPG	Phoenix Air Transport
4172	UVA	Universal Airways
4173	SBR	Saber Aviation
4174	CUB	Cubana de Aviacion
4175	KRM	Crimea Universal Avia
4176	DAE	DHL Aero Expreso
4177	LAK	Red Wing
4178	CWE	Celtic West Co Air Charter Limited
4179	AHF	Aspen Helicopters
4180	MAC	
4181	NGL	Nizhegorodsky
4182	AWU	Aeroline
4183	RYN	Ryan International Airlines
4184	BXR	Redding Aero Enterprises
4185	HQA	Quick Air-Trans Ltd
4186	NRE	Aviones Are de C.V.
4187	KNA	
4188	BRR	Mountain Air Service
4189	AAR	Asiana
4190	PLC	Police Aviation Services
4191	VRD	Virgin America
4192	MON	Monarch
4193	SRE	Simba Airlines Limited
4194	TPA	Transportes Aereos Mercantiles Panamericanos
4195	BMV	Alatau
4196	IAR	Iliamna Air Taxi
4197	ICG	Icelandic Coast Guard
4198	SSA	Star Of Asia
4199	AXC	Air Exclusive
4200	PAU	Locavions Aero Services
4201	MOH	Tigerfly
4202	SWZ	Servair
4203	PJE	Private Jet Expeditions
4204	TYA	Nordstar
4205	TSF	Trans-African Airways
4206	SWI	Sunworld International Airways
4207	UFR	United Africa Airline
4208	TZA	Aeronaves Azteca de C.V.
4209	EVT	Aeroveneta
4210	CAE	Colibri Aviation Reg'd
4211	JUS	Usa Jet Airlines
4212	FEU	Compagnie Aeronautique Europeenne
4213	ZAC	Zambia
4214	MNI	Maina Air Limited
4215	KSD	Kas
4216	AKL	Air Kilroe Ltd.
4217	KAB	Aviabaltika
4218	RAY	Regional Air Services
4219	AAO	Atlantis
4220	DOL	Ebsco D/B/A Million Air Longview
4221	MXL	Maxair AB
4222	PSC	Pascan Aviation
4223	SCH	Schreiner Airways
4224	NPO	Novosibirsk Aviation Production Association
4225	EMJ	Yellow Air Taxi
4226	AER	Alaska Central Express
4227	MGM	Marie Galante Aviation
4228	LAU	Lineas Aereas Suramericanas Ltda.
4229	WDL	WDL Aviation (Koln)
4230	DOVE	
4231	BRT	British Regional
4232	ACO	Air Choice One
4233	GHN	Air Ghana
4234	FUE	Aviastar
4235	LKF	Aviation Advisor Inc.
4236	LNZ	Litag KG
4237	ORA	Montauk Caribbean Airways
4238	CJS	Commonwealth Jet Service
4239	PBD	
4240	SKS	Sky Service
4241	FAK	Financial Airxpress
4242	QAH	Quick Airways
4243	PMI	Air Europa Express
4244	TGC	Tg
4245	AOR	Afro International
4246	FLG	
4247	CSV	Cassovia Air Service
4248	MML	Hunnu Air
4249	GGA	First Flying Squadron
4250	RLS	Riga Aeronatical Institute
4251	RIC	Richardson's Airway
4252	SKW	SkyWest
